SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,SHARED_TIME,TITLEI_STATUS,TITLEI_STATUS_TEXT,MAGNET_TEXT,NSLP_STATUS,NSLP_STATUS_TEXT,VIRTUAL,VIRTUAL_TEXT
2017-2018,6,CALIFORNIA,CA,Valley Atwater Community,1,,CA-2410249,691020,CA-2410249-2430171,69102010961,610961,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Floyd A. Schelby,1,,CA-2410249,691020,CA-2410249-6068498,69102011944,611944,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monterey County Special Education,1,,CA-2710272,691021,CA-2710272-6069512,69102107551,607551,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monterey County Home Charter,1,,CA-2710272,691021,CA-2710272-2730232,69102108529,608529,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Wellington M. Smith Jr.,1,,CA-2710272,691021,CA-2710272-2730117,69102109234,609234,Missing,SWELIGNOPROG,Title I schoolwide eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Salinas Community,1,,CA-2710272,691021,CA-2710272-2730265,69102110557,610557,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monterey Bay Charter,1,,CA-2710272,691021,CA-2710272-0112177,69102111695,611695,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bay View Academy,1,,CA-2710272,691021,CA-2710272-0124297,69102112864,612864,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Millennium Charter High,1,,CA-2710272,691021,CA-2710272-0125765,69102113148,613148,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Napa County Opportunity,1,,CA-2810280,691022,CA-2810280-2830107,69102200721,600721,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Napa County Community,1,,CA-2810280,691022,CA-2810280-2830099,69102207574,607574,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Napa County Juvenile Hall/Court,1,,CA-2810280,691022,CA-2810280-2830073,69102209235,609235,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Napa Preschool Program,1,,CA-2810280,691022,CA-2810280-0116111,69102212072,612072,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Nevada County Special Education,1,,CA-2910298,691023,CA-2910298-6077226,69102307155,607155,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,John Muir Charter,1,,CA-2910298,691023,CA-2910298-2930147,69102308230,608230,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Forest Charter,1,,CA-2910298,691023,CA-2910298-0126219,69102311839,611839,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sierra Montessori Academy,1,,CA-2910298,691023,CA-2910298-0114975,69102311840,611840,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Twin Ridges Home Study Charter,1,,CA-2910298,691023,CA-2910298-0126227,69102311877,611877,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Nevada City School of the Arts,1,,CA-2910298,691023,CA-2910298-0114330,69102311940,611940,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bitney Prep High,1,,CA-2910298,691023,CA-2910298-0114314,69102311975,611975,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Yuba River Charter,1,,CA-2910298,691023,CA-2910298-0114322,69102311992,611992,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sugarloaf Mountain Juvenile Hall Program,1,,CA-2910298,691023,CA-2910298-0116913,69102312339,612339,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Earle Jamieson Educational Options,1,,CA-2910298,691023,CA-2910298-0116681,69102312369,612369,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,EPIC de Cesar Chavez,1,,CA-2910298,691023,CA-2910298-0130823,69102313819,613819,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Early Childhood Education,1,,CA-2910298,691023,CA-2910298-0136549,69102314210,614210,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Orange County Academy of Sciences and Arts,1,,CA-3010306,691024,CA-3010306-0134056,69102400688,600688,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,OCCS:CHEP/PCHS,1,,CA-3010306,691024,CA-3010306-3030632,69102407578,607578,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Orange County Special Education,1,,CA-3010306,691024,CA-3010306-6069553,69102407991,607991,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Access Juvenile Hall,1,,CA-3010306,691024,CA-3010306-3030426,69102409236,609236,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Access County Community,1,,CA-3010306,691024,CA-3010306-3030764,69102410567,610567,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Samueli Academy,1,,CA-3010306,691024,CA-3010306-0126037,69102413076,613076,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vista Heritage Charter Middle,1,,CA-3010306,691024,CA-3010306-0132613,69102413905,613905,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,College and Career Preparatory Academy,1,,CA-3010306,691024,CA-3010306-0132910,69102413959,613959,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Oxford Preparatory Academy - Saddleback Valley,1,,CA-3010306,691024,CA-3010306-0133785,69102414001,614001,Missing,MISSING,Missing,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Epic Charter,1,,CA-3010306,691024,CA-3010306-0134239,69102414018,614018,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,FACEVIRTUAL,Virtual with face to face options
2017-2018,6,CALIFORNIA,CA,Citrus Springs Charter,1,,CA-3010306,691024,CA-3010306-0134940,69102414034,614034,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Orange County Workforce Innovation High,1,,CA-3010306,691024,CA-3010306-0134841,69102414040,614040,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,USC College Prep Santa Ana Campus,1,,CA-3010306,691024,CA-3010306-0133983,69102414046,614046,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Scholarship Prep Charter,1,,CA-3010306,691024,CA-3010306-0134288,69102414060,614060,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Unity Middle College High,1,,CA-3010306,691024,CA-3010306-0133959,69102414191,614191,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Placer County Special Education,1,,CA-3110314,691025,CA-3110314-6069322,69102509030,609030,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Placer County Court Schools,1,,CA-3110314,691025,CA-3110314-3130101,69102509237,609237,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Placer County Community Schools,1,,CA-3110314,691025,CA-3110314-3130259,69102510573,610573,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Sierra Vista,1,,CA-3110314,691025,CA-3110314-0113399,69102511859,611859,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,CORE Placer Charter,1,,CA-3110314,691025,CA-3110314-0119214,69102512392,612392,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Placer County Pathways Charter,1,,CA-3110314,691025,CA-3110314-0126904,69102513072,613072,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Riverside County Juvenile Court,1,,CA-3310330,691026,CA-3310330-3330123,69102607567,607567,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Riverside County Special Education,1,,CA-3310330,691026,CA-3310330-6069207,69102609031,609031,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Riverside County Community,1,,CA-3310330,691026,CA-3310330-3331055,69102610577,610577,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,River Springs Charter,1,,CA-3310330,691026,CA-3310330-0110833,69102611707,611707,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Imagine Schools Riverside County,1,,CA-3310330,691026,CA-3310330-0125385,69102612985,612985,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Riverside County Education Academy,1,,CA-3310330,691026,CA-3310330-0125237,69102612986,612986,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Preschool Grasp,1,,CA-3310330,691026,CA-3310330-0116665,69102613302,613302,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Come Back Kids,1,,CA-3310330,691026,CA-3310330-0128397,69102613694,613694,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gateway College and Career Academy,1,,CA-3310330,691026,CA-3310330-0128777,69102613730,613730,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Riverside County Education Academy - Indio,1,,CA-3310330,691026,CA-3310330-0134320,69102614007,614007,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Temecula International Academy,1,,CA-3310330,691026,CA-3310330-0136168,69102614131,614131,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Palmiter Special Education,1,,CA-3410348,691027,CA-3410348-0106229,69102711051,611051,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Elinor Lincoln Hickey Jr./Sr. High,1,,CA-3410348,691027,CA-3410348-0106237,69102711052,611052,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,North Area Community,1,,CA-3410348,691027,CA-3410348-0106245,69102711053,611053,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,El Centro Jr./Sr. High,1,,CA-3410348,691027,CA-3410348-0106278,69102711055,611055,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sacramento County SH Special Education,1,,CA-3410348,691027,CA-3410348-0106294,69102711057,611057,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sacramento County ED Special Education,1,,CA-3410348,691027,CA-3410348-0106302,69102711058,611058,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gerber Jr./Sr. High,1,,CA-3410348,691027,CA-3410348-0118745,69102712343,612343,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Fortune,1,,CA-3410348,691027,CA-3410348-0136275,69102714070,614070,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Benito County Opportunity,1,,CA-3510355,691028,CA-3510355-3530037,69102809240,609240,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Benito County Juvenile Hall Court,1,,CA-3510355,691028,CA-3510355-3530045,69102810171,610171,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Pinnacles Community,1,,CA-3510355,691028,CA-3510355-0132308,69102813911,613911,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Benito County Regional Special Education Center,1,,CA-3510355,691028,CA-3510355-0128975,69102814074,614074,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Desert Trails Preparatory Academy,1,,CA-3610363,691029,CA-3610363-6111918,69102903819,603819,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Bernardino County Special Education,1,,CA-3610363,691029,CA-3610363-6069348,69102907174,607174,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Bernardino Co Juve Detention and Assessment Center,1,,CA-3610363,691029,CA-3610363-3630431,69102909241,609241,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Community School/Independent Alternative Education,1,,CA-3610363,691029,CA-3610363-0107466,69102911088,611088,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Norton Science and Language Academy,1,,CA-3610363,691029,CA-3610363-0115808,69102912150,612150,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Diego County Special Education,1,,CA-3710371,691030,CA-3710371-6069355,69103009244,609244,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Literacy First Charter,1,,CA-3710371,691030,CA-3710371-6119119,69103010374,610374,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,North Coastal Consortium Schools,1,,CA-3710371,691030,CA-3710371-1996545,69103010620,610620,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Pasqual Academy,1,,CA-3710371,691030,CA-3710371-0115998,69103012159,612159,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Monarch,1,,CA-3710371,691030,CA-3710371-0120493,69103012496,612496,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Davila Day,1,,CA-3710371,691030,CA-3710371-0120485,69103012550,612550,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Diego County Community,1,,CA-3710371,691030,CA-3710371-0128520,69103013682,613682,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,San Diego County Court,1,,CA-3710371,691030,CA-3710371-0128538,69103013693,613693,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,HOPE Infant-Toddler Special Education,1,,CA-3710371,691030,CA-3710371-0135202,69103014068,614068,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,School of Universal Learning (SOUL),1,,CA-3710371,691030,CA-3710371-0136192,69103014069,614069,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Scholarship Prep - Oceanside,1,,CA-3710371,691030,CA-3710371-0136085,69103014079,614079,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Joaquin County Special Education,1,,CA-3910397,691031,CA-3910397-6069215,69103107179,607179,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,John F. Cruikshank Jr.,1,,CA-3910397,691031,CA-3910397-3930195,69103107355,607355,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Joaquin County Community,1,,CA-3910397,691031,CA-3910397-3930468,69103110650,610650,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Venture Academy,1,,CA-3910397,691031,CA-3910397-3930476,69103110651,610651,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,one.Charter,1,,CA-3910397,691031,CA-3910397-0120717,69103112462,612462,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Joaquin Building Futures Academy,1,,CA-3910397,691031,CA-3910397-0121723,69103112662,612662,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,River Islands Technology Academy II,1,,CA-3910397,691031,CA-3910397-0127134,69103113146,613146,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Luis Obispo County Juvenile Court,1,,CA-4010405,691032,CA-4010405-4030078,69103209246,609246,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Luis County Special Education,1,,CA-4010405,691032,CA-4010405-6106769,69103209247,609247,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Luis Obispo County Community,1,,CA-4010405,691032,CA-4010405-4030250,69103210655,610655,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Grizzly ChalleNGe Charter,1,,CA-4010405,691032,CA-4010405-0101725,69103211281,611281,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,San Mateo County Special Education,1,,CA-4110413,691033,CA-4110413-6069363,69103309043,609043,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Hillcrest at Youth Services Center,1,,CA-4110413,691033,CA-4110413-4130076,69103309248,609248,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gateway Center,1,,CA-4110413,691033,CA-4110413-0113332,69103311960,611960,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Margaret J. Kemp,1,,CA-4110413,691033,CA-4110413-0128652,69103312003,612003,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Camp Glenwood,1,,CA-4110413,691033,CA-4110413-0113266,69103312025,612025,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Canyon Oaks Youth Center,1,,CA-4110413,691033,CA-4110413-0117143,69103312367,612367,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Oxford Day Academy,1,,CA-4110413,691033,CA-4110413-0135269,69103314082,614082,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Santa Barbara County Special Education,1,,CA-4210421,691034,CA-4210421-6069223,69103407192,607192,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Santa Barbara County Juvenile Court,1,,CA-4210421,691034,CA-4210421-4230157,69103409249,609249,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Santa Barbara County Community,1,,CA-4210421,691034,CA-4210421-4230207,69103410658,610658,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Santa Clara County Community,1,,CA-4310439,691035,CA-4310439-4330320,69103507782,607782,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Santa Clara County Court,1,,CA-4310439,691035,CA-4310439-4330254,69103509045,609045,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Santa Clara County Special Education,1,,CA-4310439,691035,CA-4310439-6069371,69103509250,609250,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bullis Charter,1,,CA-4310439,691035,CA-4310439-0106534,69103511442,611442,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Discovery Charter,1,,CA-4310439,691035,CA-4310439-0111880,69103511792,611792,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rocketship Mateo Sheedy Elementary,1,,CA-4310439,691035,CA-4310439-0113704,69103511864,611864,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,University Preparatory Academy Charter,1,,CA-4310439,691035,CA-4310439-0113431,69103512016,612016,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,ACE Empower Academy,1,,CA-4310439,691035,CA-4310439-0116814,69103512198,612198,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rocketship Si Se Puede Academy,1,,CA-4310439,691035,CA-4310439-0119024,69103512225,612225,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rocketship Los Suenos Academy,1,,CA-4310439,691035,CA-4310439-0120642,69103512478,612478,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Summit Public School: Tahoma,1,,CA-4310439,691035,CA-4310439-0123794,69103512625,612625,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rocketship Discovery Prep,1,,CA-4310439,691035,CA-4310439-0123281,69103512668,612668,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Downtown College Prep - Alum Rock,1,,CA-4310439,691035,CA-4310439-0123257,69103512827,612827,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
